contract_award_unique_key,award_id_piid,total_obligated_amount,current_total_value_of_award,award_base_action_date,award_base_action_date_fiscal_year,awarding_agency_name,awarding_sub_agency_name,recipient_uei,recipient_name,recipient_parent_name,primary_place_of_performance_county_name,primary_place_of_performance_state_code,primary_place_of_performance_state_name,award_type,prime_award_base_transaction_description,naics_code,naics_description,extent_competed,type_of_set_aside,number_of_offers_received
CONT_AWD_N0001925F0286_9700_N0001923D0008_9700,N0001925F0286,2770191.0,2770191.0,2025-02-21,2025,Department of Defense,Department of the Navy,GFLRXRHACMM9,"ARGON ST, INC.",THE BOEING COMPANY,FAIRFAX,VA,VIRGINIA,DELIVERY ORDER,ARGON MISD FY25-FY26 PLANNING & GENERAL REPORTING,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_N0001925F0931_9700_N0001923D0015_9700,N0001925F0931,5399772.61,15378286.74,2025-06-30,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,SAINT MARYS,MD,MARYLAND,DELIVERY ORDER,FLIGHT TEST SUPPORT - RDT&E,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F0939_9700_N0001923D0015_9700,N0001925F0939,383866.4,400266.4,2025-07-03,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,SAINT MARYS,MD,MARYLAND,DELIVERY ORDER,GUN AIRCRAFT UNIT - 21 RETROFIT AND INSTALLATION ON 12 CH-53K AIRCRAFT.,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F0941_9700_N0001924D0119_9700,N0001925F0941,756534.72,756534.72,2025-06-25,2025,Department of Defense,Department of the Navy,SJDEB3MKJEW5,LOCKHEED MARTIN CORP,LOCKHEED MARTIN CORP,COBB,GA,GEORGIA,DELIVERY ORDER,KAF SELSS SUPPORT (DO#2),336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F0942_9700_N0001918D0001_9700,N0001925F0942,37705106.58,37705106.58,2025-06-24,2025,Department of Defense,Department of the Navy,JJM4FRDZJDX1,THE BOEING COMPANY,THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,F/A-18E/F SAT & FRCSW SLM AIRCRAFT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F0943_9700_N0001924D0007_9700,N0001925F0943,497940.0,497940.0,2025-06-30,2025,Department of Defense,Department of the Navy,J1S8AD8GJ1D1,ASTRONAUTICS CORPORATION OF AMERICA,ASTRONAUTICS CORPORATION OF AMERICA,MILWAUKEE,WI,WISCONSIN,DELIVERY ORDER,AFI-4700 PROCUREMENT,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_N0001925F0945_9700_N0001923D0015_9700,N0001925F0945,1824357.1,3498454.73,2025-07-08,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,SAINT MARYS,MD,MARYLAND,DELIVERY ORDER,SOFTWARE REACHBACK SUPPORT,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F0949_9700_N0001924D0119_9700,N0001925F0949,3757231.32,3757231.32,2025-06-25,2025,Department of Defense,Department of the Navy,SJDEB3MKJEW5,LOCKHEED MARTIN CORP,LOCKHEED MARTIN CORP,COBB,GA,GEORGIA,DELIVERY ORDER,SUSTAINING ENGINEERING AND LOGISTICS SUSTAINMENT SUPPORT - USMC AND USMC RESERVES,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F0968_9700_N0001924D0119_9700,N0001925F0968,1064219.62,1064219.62,2025-06-25,2025,Department of Defense,Department of the Navy,SJDEB3MKJEW5,LOCKHEED MARTIN CORP,LOCKHEED MARTIN CORP,COBB,GA,GEORGIA,DELIVERY ORDER,SUSTAINING ENGINEERING AND LOGISTICS SUPPORT SERVICES - USCG,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F0970_9700_N0001922D0022_9700,N0001925F0970,1359883.0,1359883.0,2025-07-10,2025,Department of Defense,Department of the Navy,GURMFDFLENX4,"KRATOS UNMANNED AERIAL SYSTEMS, INC","KRATOS UNMANNED AERIAL SYSTEMS, INC",SACRAMENTO,CA,CALIFORNIA,DELIVERY ORDER,SOFTWARE UPGRADES,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F0994_9700_N0001922D0040_9700,N0001925F0994,9795326.99,9795326.99,2025-07-29,2025,Department of Defense,Department of the Navy,NVC1EFKKYB93,V2X AEROSPACE LLC,V2X AEROSPACE LLC,,,,DELIVERY ORDER,"THIS DELIVERY ORDER WILL OBLIGATE FUNDING FOR CONTRACT YEAR 4 ON CLINS 0001, 0002, AND 0005.",336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F1022_9700_N0001923D0015_9700,N0001925F1022,1548094.56,1548094.56,2025-07-31,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,FAIRFIELD,CT,CONNECTICUT,DELIVERY ORDER,ENGINEERING - APN,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F2001_9700_N0001924G0010_9700,N0001925F2001,2276410.0,2276410.0,2025-04-30,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,NACELLE VENT FAN OEM,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F2005_9700_N0001924G0010_9700,N0001925F2005,514682.54,514682.54,2025-03-12,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,PRODUCTION YIELD IMPROVEMENT TESTING FOR FLEXIBLE LINEAR SHAPE CHARGE ASSEMBLY PARTS,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F2006_9700_N0001921G0005_9700,N0001925F2006,2918307.17,2918307.17,2025-03-14,2025,Department of Defense,Department of the Navy,QN1BCFY7JDJ5,RTX CORPORATION,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,HARTFORD,CT,CONNECTICUT,DELIVERY ORDER,RETROFIT - MATERIAL,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F2009_9700_N0001923D0015_9700,N0001925F2009,2280155.94,3040207.92,2025-03-25,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,SAINT MARYS,MD,MARYLAND,DELIVERY ORDER,"THE PURPOSE OF THIS TASK ORDER IS TO PROVIDE FSR, TSR AND LSR SUPPORT FOR THE CH-53K TEST TEAM.",336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F2011_9700_N0001922D0019_9700,N0001925F2011,12512500.0,7998991.0,2025-04-01,2025,Department of Defense,Department of the Navy,H7KFX5RH75K3,"SPARTON DELEON SPRINGS, LLC",RTX CORP,VOLUSIA,FL,FLORIDA,DELIVERY ORDER,AN/SSQ-36B FMS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,1.0
CONT_AWD_N0001925F2013_9700_N0001923D0015_9700,N0001925F2013,6270603.53,6270603.53,2025-03-28,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,ONSLOW,NC,NORTH CAROLINA,DELIVERY ORDER,SDTA MODIFICATION INSTALLS,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F2014_9700_N0001923D0015_9700,N0001925F2014,781340.0,781340.0,2025-03-20,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,FAIRFIELD,CT,CONNECTICUT,DELIVERY ORDER,ENGINEERING - APN,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F2024_9700_N0001924G0010_9700,N0001925F2024,10091144.0,10091144.0,2025-04-30,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,ARLINGTON,VA,VIRGINIA,DELIVERY ORDER,USG SOFTWARE DEPOT STANDUP CLIN 0004.,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F2035_9700_N0042125D0028_9700,N0001925F2035,1743100.0,1743100.0,2025-03-26,2025,Department of Defense,Department of the Navy,JKWWHMLK9AM6,"CURTISS-WRIGHT DS, INC.","CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",BUCKS,PA,PENNSYLVANIA,DELIVERY ORDER,P/N: 960107100-002,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_N0001925F2037_9700_N0001924D0006_9700,N0001925F2037,3250936.8,3250936.8,2025-03-25,2025,Department of Defense,Department of the Navy,L2HKXLBRTL16,"MICRO SYSTEMS, INC",HONEYWELL INTERNATIONAL INC,OKALOOSA,FL,FLORIDA,DELIVERY ORDER,"SSS PRODUCTION ORDER FOR PROCUREMENT OF L-BAND, S-BANDS, DLP, AND GROUND STATIONS.",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,
CONT_AWD_N0001925F2065_9700_N0001924D0119_9700,N0001925F2065,14247737.63,14247737.63,2025-03-28,2025,Department of Defense,Department of the Navy,SJDEB3MKJEW5,LOCKHEED MARTIN CORP,LOCKHEED MARTIN CORP,CLAY,FL,FLORIDA,DELIVERY ORDER,88 STAR XIII MISSION COMPUTER PARTS PROCUREMENT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F2067_9700_N0001923D0015_9700,N0001925F2067,1744619.99,1744619.99,2025-04-01,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,SAINT MARYS,MD,MARYLAND,DELIVERY ORDER,THE PURPOSE OF THIS DELIVERY ORDER IS TO PROVIDE FOLLOW ON AIRWORTHINESS SUPPORT FOR THE PMA-261 FMS ISRAEL PROGRAM.,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F2070_9700_N0001923D0011_9700,N0001925F2070,15662538.56,15662538.56,2025-04-08,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,GREATER BRIDGEPORT,CT,CONNECTICUT,DELIVERY ORDER,FY24 DELTA SPARES,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F2084_9700_N0001923D0022_9700,N0001925F2084,1066133.0,1066133.0,2025-07-29,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,MOD CRS - C VARIANT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F2092_9700_N0001924G0010_9700,N0001925F2092,308708.0,308708.0,2025-04-25,2025,Department of Defense,Defense Contract Management Agency,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,ARLINGTON,VA,VIRGINIA,DELIVERY ORDER,W2W INVENTORY,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F2116_9700_N0001921G0005_9700,N0001925F2116,2045923.0,2045923.0,2025-04-30,2025,Department of Defense,Department of the Navy,QN1BCFY7JDJ5,RTX CORPORATION,RTX CORP,HARTFORD,CT,CONNECTICUT,DELIVERY ORDER,WALL TO WALL - GOV. INVENTORY SUPPORT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F2154_9700_N0001922D0013_9700,N0001925F2154,17502663.27,17502663.27,2025-06-05,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,FAIRFIELD,CT,CONNECTICUT,DELIVERY ORDER,PRESIDIQ LABOR/ENGINEERING RDT&E,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F2166_9700_N0001922D0019_9700,N0001925F2166,83640000.0,83640000.0,2025-06-02,2025,Department of Defense,Department of the Navy,H7KFX5RH75K3,"SPARTON DELEON SPRINGS, LLC",RTX CORP,VOLUSIA,FL,FLORIDA,DELIVERY ORDER,"SONOBUOY, AN/SSQ-53H",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,2.0
CONT_AWD_N0001925F2168_9700_N0001922D0018_9700,N0001925F2168,257197986.84,153380073.84,2025-06-02,2025,Department of Defense,Department of the Navy,U2KQBGF9LJ97,"UNDERSEA SENSOR SYSTEMS, INC.","UNDERSEA SENSOR SYSTEMS, INC.",WHITLEY,IN,INDIANA,DELIVERY ORDER,"SONOBUOY, AN/SSQ-53H",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,2.0
CONT_AWD_N0001925F2183_9700_N0001923D0011_9700,N0001925F2183,5000000.0,5000000.0,2025-05-22,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,FAIRFIELD,CT,CONNECTICUT,DELIVERY ORDER,FFP RAPID PARTS PROCUREMENT,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F2195_9700_N0001924G0010_9700,N0001925F2195,314610.64,314610.64,2025-06-20,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,CAD/PAD CARTRIDGE SET CTOL/CV,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F2239_9700_N0001923D0015_9700,N0001925F2239,882339.15,1264512.4,2025-02-24,2025,Department of Defense,Defense Contract Management Agency,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,FAIRFIELD,CT,CONNECTICUT,DELIVERY ORDER,FY 25 STR ANALYSIS DELIVERY ORDER,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F2266_9700_N0001922G0009_9700,N0001925F2266,996470.0,996470.0,2025-05-05,2025,Department of Defense,Department of the Navy,F9AVUZ8YBGQ6,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,BALL CORPORATION,SUFFOLK,NY,NEW YORK,DELIVERY ORDER,TCAS SOFTWARE UPDATE,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F2277_9700_N0001924G0010_9700,N0001925F2277,1636230.0,1636230.0,2025-03-25,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,KOREAN DEPOT TRAINING,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F2558_9700_N0001924G0010_9700,N0001925F2558,395597025.0,395597025.0,2025-06-05,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,USN MATERIAL (FY23),336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001993C0006_9700_-NONE-_-NONE-,N0001993C0006,4885212163.54,0.0,1992-10-15,1993,Department of Defense,Defense Contract Management Agency,HW7JDAG1UYU5,BELL HELICOPTER TEXTRON INC,BELL HELICOPTER TEXTRON INC,POTTER,TX,TEXAS,DEFINITIVE CONTRACT,,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001996C0054_9700_-NONE-_-NONE-,N0001996C0054,2032188650.77,0.0,1996-12-24,1997,Department of Defense,Defense Contract Management Agency,HW7JDAG1UYU5,BELL HELICOPTER TEXTRON INC,BELL HELICOPTER TEXTRON INC,POTTER,TX,TEXAS,DEFINITIVE CONTRACT,199712!1700!1384!AC5J0!NAVAL AIR SYSTEMS COMMAND       !N0001996C0054  !A!*!P00004             !19961224!19980930!620162602!062923321!001338979!N!*    !BELL HELICOPTER TEXTRON INC   !1235 JEFFERSON DAVIS HWY  !ARLINGTON           !VA!22202!01000!510!51!ALEXANDRIA          !ALEXANDRIA (CITY)     !VIRGINIA  !0001!+000030272000!N!N!000000000000!1510!AIRCRAFT FIXED WING                               !A1A!AIRFRAMES AND SPARES          !2AVQ!V22 VERTICAL LIFT AIRCRAFT    !3721!3!B!S!C!B!A!*!D !U!V!1!001!N!1A!A!Y!Z!* !* !N!C!*!A!A!A!A!A!*!*  !*!N!A!C!N!*!*!*!*!*!,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001996C0101_9700_-NONE-_-NONE-,N0001996C0101,12522091.0,0.0,1998-02-27,1998,Department of Defense,Defense Contract Management Agency,MMA7H4NEMCT9,CAES SYSTEMS LLC,AI CONVOY TOPCO & CY S.C.A.,MONTGOMERY,PA,PENNSYLVANIA,DEFINITIVE CONTRACT,"199812!1700!1105!AA411!NAVAL AIR SYSTEMS COMMAND       !N0001996C0101  !A!*!P00002             !19980227!20010501!002346690!614764918!210116406!N!93346!MARCONI AEROSPACE ELECTRONIC S!305 RICHARDSON RD         !LANSDALE            !PA!19446!41432!091!42!LANSDALE            !MONTGOMERY            !PENN      !0001!+000000500000!N!N!000000000000!5865!ELCT CNTRMSRS, CNTR-CNTR-MSRS & QCK RCTN CPBLTY EQ!A7 !ELECTRONICS AND COMMUNICATION !2AED!EA-6B PROWLER                 !3812!3!*!*!C!B!A!*!A !N!S!2!002!B!* !A!N!Z!* !* !N!C!*!C!C!A!A!A!*!*  !*!N!A!C!N!*!*!*!*!*!",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,NO SET ASIDE USED.,2.0
CONT_AWD_N0001999C1226_9700_-NONE-_-NONE-,N0001999C1226,8997913572.42,0.0,1999-02-12,1999,Department of Defense,Defense Contract Management Agency,JJM4FRDZJDX1,THE BOEING COMPANY,THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DEFINITIVE CONTRACT,199908!1700!0757!AA4E0!NAVAL AIR SYSTEMS COMMAND       !N0001999C1226  !A!*!*                  !19990212!20000930!161213269!006265946!009256819!N!76301!MCDONNELL DOUGLAS CORPORATION !P.O. BOX 516              !SAINT LOUIS         !MO!63166!65000!510!29!ST. LOUIS           !ST. LOUIS (CITY)      !MISSOURI  !0001!+000040000000!N!N!000000000000!1510!AIRCRAFT FIXED WING                               !A1A!AIRFRAMES AND SPARES          !2AFX!F-18 HORNET                   !3721!1!*!*!*!B!A!*!D !N!L!1!001!N!1A!A!N!F!* !* !N!C!*!A!A!A!A!A!*!*  !*!N!A!A!N!*!*!*!*!*!,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0002401C5168_9700_-NONE-_-NONE-,N0002401C5168,1049496414.54,0.0,2001-10-01,2002,Department of Defense,Defense Contract Management Agency,CWM4UN76ZQW8,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,BURLINGTON,NJ,NEW JERSEY,DEFINITIVE CONTRACT,200205!021044!1700!BZ005 !NAVAL SEA SYSTEMS COMMAND       !N0002401C5168  !A!N! !N!                   !20010430!20070131!848028494!150049880!834951691!N!LOCKHEED MARTIN CORPORATION   !199 BORTON LANDING ROAD   !MOORESTOWN          !NJ!08057!47850!005!34!MOORESTOWN          !BURLINGTON            !NEW JERSEY!+000022350030!N!N!000000000000!1095!MISCELLANEOUS WEAPONS                             !A3 !SHIPS                         !2SCY!DESTROYER DDG-51              !334511!E! !3! ! ! ! ! !99990909!B! ! !A! !D!N!L!1!001!N!1A!A!W!A!  !  !N!C!N! ! ! !A!A!A!A!000!A!D!Y! ! ! ! !    !      !0001!,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0002402C6316_9700_-NONE-_-NONE-,N0002402C6316,53488871.5,0.0,2002-04-26,2002,Department of Defense,Defense Contract Management Agency,DBTCEL4MTRE7,"L3 TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC",SALT LAKE,UT,UTAH,DEFINITIVE CONTRACT,200208!022773!1700!BZ006 !NAVAL SEA SYSTEMS COMMAND       !N0002402C6316  !A!N! !N!                   !20020426!20020930!790527915!790527915!001876440!N!EDO CORPORATION               !1500 NEW HORIZONS BOULEVAR!NORTH AMITYVIL      !NY!11701!51000!047!36!NEW YORK            !KINGS                 !NEW YORK  !+000007117821!N!N!000000000000!1906!MINELAYERS AND MINESWEEPERS                       !A7 !ELECTRONICS AND COMMUNICATION !2000!NOT DISCERNABLE OR CLASSIFIED !334511!E! !3! ! ! ! ! !99990909!B! ! !A! !A!U!V!2!001!B!  !Z!Y!Z!  !  !N!C!N! ! ! !Z!Z!A!A!000!A!C!Y! ! ! !Y!    !      !0001!,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,NO SET ASIDE USED.,1.0
CONT_AWD_N0002402C6324_9700_-NONE-_-NONE-,N0002402C6324,67140704.0,0.0,2003-03-27,2003,Department of Defense,Defense Contract Management Agency,PK8PM2GNVMP8,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,BREVARD,FL,FLORIDA,DEFINITIVE CONTRACT,,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,NO SET ASIDE USED.,2.0
CONT_AWD_N0002403C4031_9700_-NONE-_-NONE-,N0002403C4031,49490723.0,0.0,2003-01-23,2003,Department of Defense,Defense Contract Management Agency,M1BVCGDKJ1L7,RAYTHEON COMPANY,RTX CORP,NEWPORT,RI,RHODE ISLAND,DEFINITIVE CONTRACT,200305!031195!1700!BZ004 !NAVAL SEA SYSTEMS COMMAND       !N0002403C4031  !A!N! !N!                   !20030123!20050731!001463090!001463090!001339159!N!RAYTHEON COMPANY              !1847 W MAIN RD            !PORTSMOUTH          !RI!02871!57700!005!44!PORTSMOUTH          !NEWPORT               !RHODE ISLD!+000015924600!Y!N!000000000000!5810!COMMUNICATIONS SECURITY EQUIP AND COMPS           !A7 !ELECTRONICS AND COMMUNICATION !2000!NOT DISCERNABLE OR CLASSIFIED !334511!E! !1! ! ! ! ! !99990909!B! ! !N!Z!B!N!J!1!001!N!4A!A!Y!A!  !  !N!C!N! ! ! !A!A!A!A!*  !A!C!Y! ! ! !Y!    !      !0001! !,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT AVAILABLE FOR COMPETITION,NO SET ASIDE USED.,1.0
CONT_AWD_N0002403C6321_9700_-NONE-_-NONE-,N0002403C6321,13330635.27,14670114.0,2003-07-03,2003,Department of Defense,Defense Contract Management Agency,LCKATM42Y1M1,"ARGON ST, INC.",THE BOEING COMPANY,FAYETTE,PA,PENNSYLVANIA,DEFINITIVE CONTRACT,BASIC AWARD FOR AN/SRQ-4 RADIO TERMINAL SETS.,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,NO SET ASIDE USED.,0.0
CONT_AWD_N0002405C4307_9700_-NONE-_-NONE-,N0002405C4307,23349686.59,0.0,2005-01-27,2005,Department of Defense,Defense Contract Management Agency,KJNAUZ1EMRA3,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,SUFFOLK,NY,NEW YORK,DEFINITIVE CONTRACT,,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
